-0.06,-0.52,9.94,2.9375,-0.3125,181.5625,13.3478716,74.7921278
-0.07,-0.52,9.92,2.9375,-0.3125,181.5625,13.3478716,74.7921277
-0.06,-0.51,9.95,2.9375,-0.3125,181.5625,13.3478712,74.7921279
-0.05,-0.49,9.92,2.9375,-0.3125,181.5625,13.3478717,74.7921273
-0.06,-0.49,9.92,2.9375,-0.3125,181.5625,13.3478719,74.7921273
-0.03,-0.55,9.93,2.9375,-0.3125,181.5625,13.3478711,74.7921275
-0.06,-0.53,9.93,2.9375,-0.3125,181.5625,13.3478715,74.7921276
-0.05,-0.52,9.91,2.9375,-0.3125,181.5625,13.3478713,74.7921275
-0.04,-0.48,9.95,2.9375,-0.3125,181.5625,13.3478714,74.7921276
-0.05,-0.51,9.94,2.9375,-0.3125,181.5625,13.3478717,74.7921275
-0.05,-0.51,9.95,2.9375,-0.3125,181.5625,13.3478719,74.7921278
-0.05,-0.51,9.91,2.9375,-0.3125,181.5625,13.3478710,74.7921276
-0.04,-0.47,9.93,2.9375,-0.3125,181.5625,13.3478715,74.7921277
-0.05,-0.5,9.94,2.9375,-0.3125,181.5625,13.3478718,74.7921278
-0.06,-0.5,9.94,2.9375,-0.3125,181.5625,13.3478710,74.7921272
-0.06,-0.5,9.93,2.9375,-0.3125,181.5625,13.3478714,74.7921276
0.0,-0.62,11.59,4.125,-0.1875,181.4375,13.3478713,74.7921271
-0.34,-1.21,10.28,4.5625,0.0625,180.875,13.3478715,74.7921275
-0.09,-1.6,12.63,4.625,0.25,180.125,13.3478712,74.7921277
1.06,-1.81,10.1,4.4375,0.5625,178.875,13.3478714,74.7921270
-1.38,0.97,13.2,3.875,0.0,179.3125,13.3478714,74.7921277
-0.03,-0.82,10.88,4.0625,0.625,178.3125,13.3478717,74.7921273
-2.32,-3.88,12.59,3.9375,-0.0625,180.9375,13.3478711,74.7921274
1.69,-1.18,9.76,5.125,1.0,193.8125,13.3478713,74.7921271
0.76,-0.39,9.31,5.4375,0.375,193.6875,13.3478715,74.7921270
0.24,-0.7,10.1,4.5625,1.5,193.875,13.3478716,74.7921277
-0.31,-1.6,13.66,4.3125,2.0625,200.6875,13.3478711,74.7921272
-0.05,-0.41,9.38,3.9375,1.4375,216.25,13.3478711,74.7921273
-0.25,-1.11,8.16,4.3125,2.4375,219.1875,13.3478716,74.7921271
0.77,-1.35,8.26,3.8125,1.75,217.6875,13.3478718,74.7921275
-0.74,-1.21,8.02,3.5625,0.9375,217.625,13.3478714,74.7921270
-0.9,0.63,10.46,4.375,0.0,217.125,13.3478716,74.7921272
1.07,-2.16,10.06,5.0,0.9375,216.125,13.3478712,74.7921272
-0.99,-0.24,11.68,5.625,0.375,214.9375,13.3478712,74.7921278
0.35,0.07,8.73,4.25,0.0,199.5625,13.3478717,74.7921277
0.13,-0.58,8.67,3.9375,-0.4375,199.5625,13.3478715,74.7921273
0.33,-0.6,6.56,3.875,-0.3125,198.75,13.3478717,74.7921275
-0.74,-1.1,9.53,4.375,-1.0,197.8125,13.3478717,74.7921274
-0.17,-0.77,9.03,4.8125,-0.8125,197.9375,13.3478716,74.7921279
-0.88,-1.57,11.66,5.0,-0.4375,196.9375,13.3478715,74.7921278
1.12,-0.23,10.07,4.5625,-0.0625,196.5625,13.3478713,74.7921276
-0.49,-1.14,11.39,4.5,0.0625,195.5625,13.3478711,74.7921271
-0.01,0.5,8.91,4.6875,0.375,193.875,13.3478712,74.7921276
-0.03,-1.3,10.52,4.5625,0.25,193.875,13.3478713,74.7921279
0.29,-0.98,10.11,4.5,0.25,193.875,13.3478719,74.7921270
0.14,-0.85,9.88,4.5625,0.4375,193.8125,13.3478719,74.7921274
0.17,-0.83,9.89,4.625,0.5,193.875,13.3478714,74.7921277
0.14,-0.82,9.88,4.625,0.5,193.875,13.3478713,74.7921279
0.15,-0.83,9.88,4.625,0.5,193.875,13.3478713,74.7921276
0.17,-0.82,9.89,4.625,0.5,193.875,13.3478713,74.7921279
0.16,-0.81,9.91,4.625,0.5,193.875,13.3478715,74.7921273
0.15,-0.81,9.88,4.625,0.5,193.875,13.3478713,74.7921279
0.16,-0.81,9.9,4.625,0.5,193.875,13.3478715,74.7921271
0.18,-0.82,9.88,4.625,0.5,193.875,13.3478714,74.7921279
0.16,-0.83,9.89,4.625,0.5,193.875,13.3478715,74.7921272
0.14,-0.82,9.91,4.625,0.5,193.875,13.3478717,74.7921279
0.18,-0.83,9.92,4.625,0.5,193.875,13.3478716,74.7921279
0.16,-0.8,9.89,4.625,0.5,193.875,13.3478715,74.7921272
0.16,-0.83,9.89,4.625,0.5,193.875,13.3478716,74.7921272
0.17,-0.81,9.89,4.625,0.5,193.875,13.3478714,74.7921274
0.16,-0.82,9.89,4.625,0.5,193.875,13.3478711,74.7921274
0.17,-0.83,9.88,4.625,0.5,193.875,13.3478710,74.7921273
0.18,-0.82,9.9,4.625,0.5,193.875,13.3478710,74.7921278
0.15,-0.84,9.89,4.625,0.5,193.875,13.3478717,74.7921272
0.15,-0.83,9.88,4.625,0.5,193.875,13.3478712,74.7921274
0.16,-0.83,9.89,4.625,0.5,193.875,13.3478710,74.7921277
0.17,-0.82,9.91,4.625,0.5,193.875,13.3478714,74.7921270
0.16,-0.83,9.89,4.625,0.5,193.875,13.3478718,74.7921272
0.16,-0.82,9.89,4.625,0.5,193.875,13.3478712,74.7921275
0.17,-0.81,9.89,4.625,0.5,193.875,13.3478719,74.7921276
0.16,-0.83,9.9,4.625,0.5,193.875,13.3478716,74.7921271
-0.07,-2.26,12.82,4.5,1.0,194.1875,13.3478711,74.7921279
-0.06,-1.27,7.95,4.75,0.25,194.375,13.3478719,74.7921270
-0.05,-0.68,7.79,5.0,-0.3125,194.375,13.3478718,74.7921276
0.21,-0.51,8.91,5.0625,-1.3125,194.3125,13.3478714,74.7921273
0.2,-0.98,11.07,4.6875,-0.9375,193.9375,13.3478710,74.7921278
-0.24,-0.85,10.83,4.0625,-0.5,194.125,13.3478714,74.7921279
0.06,-0.6,10.85,3.625,-0.4375,193.8125,13.3478714,74.7921274
0.63,-0.36,9.18,3.625,0.375,194.0625,13.3478710,74.7921277
-0.02,-0.76,7.8,4.9375,0.0,194.1875,13.3478718,74.7921276
0.68,-1.24,9.29,4.875,0.625,193.8125,13.3478718,74.7921276
0.74,-0.42,10.33,4.0625,0.4375,194.0,13.3478713,74.7921278
0.41,-0.1,10.06,3.9375,0.6875,194.3125,13.3478717,74.7921271
-0.13,-2.35,10.27,5.1875,1.1875,193.875,13.3478715,74.7921272
-0.5,-3.29,9.84,4.75,1.5,194.0625,13.3478717,74.7921274
-0.39,-1.69,9.85,4.875,1.375,186.5625,13.3478716,74.7921272
0.59,-0.61,11.16,5.0625,1.25,179.9375,13.3478715,74.7921276
-0.04,-0.61,11.12,4.9375,1.5625,186.125,13.3478713,74.7921270
0.89,-1.93,11.01,4.5625,1.625,195.3125,13.3478711,74.7921270
-0.04,-0.4,9.51,4.75,1.625,210.6875,13.3478712,74.7921278
1.78,-0.81,10.06,5.3125,2.375,222.8125,13.3478716,74.7921270
-0.13,0.66,10.15,3.5,2.1875,222.75,13.3478710,74.7921276
0.77,-1.0,5.98,3.375,2.375,222.6875,13.3478719,74.7921272
-0.51,-3.82,7.62,4.875,1.75,223.0625,13.3478718,74.7921278
1.34,-1.22,9.53,3.625,2.25,215.0625,13.3478711,74.7921270
1.53,-0.85,9.73,3.6875,1.4375,198.375,13.3478714,74.7921270
0.87,0.89,9.42,2.8125,1.25,194.4375,13.3478715,74.7921277
-0.31,1.24,9.68,4.0,0.5,194.9375,13.3478719,74.7921270
0.49,-0.72,10.66,4.75,0.125,194.5625,13.3478712,74.7921276
0.62,-1.21,5.32,3.9375,0.0,194.1875,13.3478711,74.7921279
0.05,-0.98,9.91,4.1875,0.3125,193.3125,13.3478713,74.7921276
0.12,-1.01,9.87,4.25,0.375,193.5,13.3478712,74.7921271
0.05,-0.79,9.9,4.25,0.375,193.4375,13.3478712,74.7921277
0.03,-0.74,9.92,4.25,0.375,193.4375,13.3478717,74.7921274
0.07,-0.76,9.88,4.25,0.375,193.4375,13.3478711,74.7921278
0.08,-0.77,9.9,4.25,0.375,193.4375,13.3478715,74.7921274
0.07,-0.77,9.95,4.25,0.375,193.4375,13.3478717,74.7921276
0.08,-0.75,9.89,4.25,0.375,193.4375,13.3478711,74.7921271
0.08,-0.76,9.92,4.25,0.375,193.4375,13.3478711,74.7921278
0.1,-0.79,9.94,4.25,0.375,193.4375,13.3478710,74.7921271
0.07,-0.74,9.83,4.25,0.375,193.4375,13.3478710,74.7921277
0.1,-0.79,9.97,4.25,0.375,193.4375,13.3478714,74.7921274
0.05,-0.76,9.88,4.25,0.375,193.4375,13.3478715,74.7921274
0.07,-0.71,9.89,4.25,0.375,193.4375,13.3478713,74.7921271
0.12,-0.79,9.94,4.25,0.375,193.4375,13.3478717,74.7921277
0.1,-0.8,9.94,4.25,0.375,193.4375,13.3478716,74.7921276
0.07,-0.75,9.85,4.25,0.375,193.4375,13.3478714,74.7921279
0.07,-0.75,9.88,4.25,0.375,193.4375,13.3478718,74.7921276
0.09,-0.78,9.93,4.25,0.375,193.4375,13.3478712,74.7921277
0.08,-0.75,9.9,4.25,0.375,193.4375,13.3478714,74.7921270
0.07,-0.73,9.86,4.25,0.375,193.4375,13.3478716,74.7921272
0.07,-0.76,9.9,4.25,0.375,193.4375,13.3478713,74.7921276
0.08,-0.76,9.92,4.25,0.375,193.4375,13.3478710,74.7921278
0.1,-0.77,9.87,4.25,0.375,193.4375,13.3478711,74.7921276
0.08,-0.77,9.91,4.25,0.375,193.4375,13.3478713,74.7921278
0.09,-0.77,9.97,4.25,0.375,193.4375,13.3478714,74.7921271
0.06,-0.75,9.86,4.25,0.375,193.4375,13.3478715,74.7921273
0.06,-0.75,9.87,4.25,0.375,193.4375,13.3478710,74.7921271
0.09,-0.8,9.96,4.25,0.375,193.4375,13.3478716,74.7921278
0.05,-0.72,9.87,4.25,0.375,193.4375,13.3478713,74.7921276
0.11,-0.78,9.93,4.25,0.375,193.4375,13.3478711,74.7921274
0.12,-0.79,9.95,4.25,0.375,193.4375,13.3478711,74.7921276
0.09,-0.78,9.92,4.25,0.375,193.4375,13.3478713,74.7921271
0.07,-0.78,9.93,4.25,0.375,193.4375,13.3478714,74.7921279
0.1,-0.76,9.91,4.25,0.375,193.4375,13.3478719,74.7921271
0.05,-0.74,9.87,4.25,0.375,193.4375,13.3478714,74.7921278
0.06,-0.76,9.88,4.25,0.375,193.4375,13.3478719,74.7921272
0.09,-0.79,9.94,4.25,0.375,193.4375,13.3478716,74.7921277
0.03,-0.73,9.88,4.25,0.375,193.4375,13.3478717,74.7921273
0.04,-0.74,9.85,4.25,0.375,193.4375,13.3478714,74.7921272
0.1,-0.8,9.95,4.25,0.375,193.4375,13.3478717,74.7921274
0.06,-0.74,9.87,4.25,0.375,193.4375,13.3478717,74.7921273
0.13,-0.76,9.84,4.25,0.375,193.5,13.3478717,74.7921271
0.02,-0.87,9.9,4.3125,0.375,193.4375,13.3478718,74.7921278
0.09,-0.75,9.91,4.3125,0.4375,193.5,13.3478711,74.7921277
0.0,-0.71,9.89,4.3125,0.4375,193.4375,13.3478717,74.7921270
0.5,-0.43,9.84,4.25,0.375,193.5,13.3478713,74.7921279
0.15,-0.8,9.87,4.25,0.375,193.4375,13.3478719,74.7921275
0.3,-0.86,9.62,4.1875,0.3125,193.5625,13.3478711,74.7921273
0.08,-0.75,9.99,4.1875,0.375,193.5625,13.3478714,74.7921272
0.08,-0.76,9.88,4.1875,0.375,193.5625,13.3478713,74.7921277
0.08,-0.76,9.9,4.1875,0.375,193.5625,13.3478715,74.7921275
0.07,-0.74,9.92,4.1875,0.375,193.5625,13.3478711,74.7921271
0.06,-0.77,9.9,4.1875,0.375,193.5625,13.3478717,74.7921277
0.12,-0.76,9.88,4.1875,0.375,193.5625,13.3478710,74.7921273
0.09,-0.75,9.89,4.1875,0.375,193.5625,13.3478717,74.7921274
0.08,-0.78,9.94,4.1875,0.375,193.5625,13.3478718,74.7921273
0.04,-0.78,9.95,4.1875,0.375,193.5625,13.3478715,74.7921273
0.05,-0.76,9.96,4.1875,0.375,193.5625,13.3478718,74.7921277
0.06,-0.76,9.94,4.1875,0.375,193.5625,13.3478710,74.7921274
0.07,-0.77,9.94,4.1875,0.375,193.5625,13.3478712,74.7921274
0.05,-0.75,9.96,4.1875,0.375,193.5625,13.3478711,74.7921278
0.1,-0.75,9.93,4.1875,0.375,193.5625,13.3478711,74.7921278
0.06,-0.78,9.94,4.1875,0.375,193.5625,13.3478716,74.7921279
0.04,-0.76,9.98,4.1875,0.375,193.5625,13.3478715,74.7921277
0.05,-0.77,9.97,4.1875,0.375,193.5625,13.3478717,74.7921270
0.06,-0.77,9.93,4.1875,0.375,193.5625,13.3478714,74.7921276
0.07,-0.76,9.94,4.1875,0.375,193.5625,13.3478712,74.7921276
0.11,-0.86,9.97,4.1875,0.375,193.5625,13.3478711,74.7921271
0.06,-0.77,9.95,4.25,0.375,193.5625,13.3478715,74.7921274
0.11,-0.79,9.89,4.25,0.375,193.5625,13.3478711,74.7921272
0.06,-0.77,9.93,4.25,0.375,193.5625,13.3478711,74.7921278
0.09,-0.77,9.94,4.25,0.375,193.5625,13.3478717,74.7921275
0.09,-0.75,9.87,4.25,0.375,193.5625,13.3478719,74.7921279
0.12,-0.76,9.88,4.25,0.375,193.5625,13.3478715,74.7921275
0.07,-0.75,9.92,4.25,0.375,193.5625,13.3478710,74.7921279
0.06,-0.77,9.93,4.25,0.375,193.5625,13.3478710,74.7921275
0.06,-0.75,9.94,4.25,0.375,193.5625,13.3478718,74.7921276
0.08,-0.77,9.87,4.25,0.375,193.5625,13.3478717,74.7921278
0.06,-0.76,9.96,4.25,0.375,193.5625,13.3478713,74.7921276
0.07,-0.78,9.95,4.25,0.375,193.5625,13.3478713,74.7921278
0.08,-0.75,9.93,4.25,0.375,193.5625,13.3478719,74.7921271
0.09,-0.75,9.9,4.25,0.375,193.5625,13.3478715,74.7921275
0.07,-0.77,9.94,4.25,0.375,193.5625,13.3478718,74.7921273
0.11,-0.77,9.9,4.25,0.375,193.5625,13.3478712,74.7921275
0.1,-0.79,9.9,4.25,0.375,193.5625,13.3478715,74.7921270
0.03,-0.76,9.94,4.25,0.375,193.5625,13.3478712,74.7921277
0.11,-0.76,9.89,4.25,0.375,193.5625,13.3478718,74.7921276
0.12,-0.75,9.87,4.25,0.375,193.5625,13.3478713,74.7921273
0.08,-0.75,9.87,4.25,0.375,193.5625,13.3478717,74.7921273
0.07,-0.76,9.91,4.25,0.375,193.5625,13.3478718,74.7921270
0.09,-0.76,9.91,4.25,0.375,193.5625,13.3478717,74.7921279
0.08,-0.77,9.91,4.25,0.375,193.5625,13.3478715,74.7921272
0.1,-0.76,9.9,4.25,0.375,193.5625,13.3478718,74.7921276
0.07,-0.76,9.92,4.25,0.375,193.5625,13.3478716,74.7921276
0.09,-0.79,9.89,4.25,0.375,193.5625,13.3478718,74.7921272
0.08,-0.77,9.94,4.25,0.375,193.5625,13.3478710,74.7921271
0.09,-0.76,9.91,4.25,0.375,193.5625,13.3478712,74.7921277
0.09,-0.78,9.9,4.25,0.375,193.5625,13.3478717,74.7921271
0.06,-0.79,9.92,4.25,0.375,193.5625,13.3478714,74.7921276
0.09,-0.76,9.89,4.25,0.375,193.5625,13.3478710,74.7921270
0.08,-0.76,9.92,4.25,0.375,193.5625,13.3478719,74.7921277
0.08,-0.78,9.91,4.25,0.375,193.5625,13.3478715,74.7921273
0.07,-0.76,9.93,4.25,0.375,193.5625,13.3478713,74.7921277
0.07,-0.76,9.92,4.25,0.375,193.5625,13.3478717,74.7921278
0.08,-0.79,9.92,4.25,0.375,193.5625,13.3478719,74.7921277
0.07,-0.76,9.91,4.25,0.375,193.5625,13.3478717,74.7921276
0.08,-0.76,9.91,4.25,0.375,193.5625,13.3478715,74.7921276
0.07,-0.75,9.93,4.25,0.375,193.5625,13.3478717,74.7921278
0.09,-0.79,9.91,4.25,0.375,193.5625,13.3478719,74.7921274
0.07,-0.79,9.88,4.25,0.375,193.5625,13.3478711,74.7921272
0.08,-0.77,9.92,4.25,0.375,193.5625,13.3478711,74.7921275
0.08,-0.76,9.89,4.25,0.375,193.5625,13.3478716,74.7921276
0.09,-0.76,9.89,4.25,0.375,193.5625,13.3478715,74.7921274
0.09,-0.75,9.88,4.25,0.375,193.5625,13.3478717,74.7921271
0.08,-0.78,9.93,4.25,0.375,193.5625,13.3478715,74.7921276
0.07,-0.77,9.93,4.25,0.375,193.5625,13.3478718,74.7921270
0.08,-0.78,9.93,4.25,0.375,193.5625,13.3478712,74.7921275
0.09,-0.75,9.94,4.25,0.375,193.5625,13.3478717,74.7921273
0.09,-0.77,9.92,4.25,0.375,193.5625,13.3478710,74.7921275
0.07,-0.76,9.91,4.25,0.375,193.5625,13.3478711,74.7921277
0.08,-0.75,9.91,4.25,0.375,193.5625,13.3478713,74.7921274
0.07,-0.73,9.9,4.25,0.375,193.5625,13.3478714,74.7921271
0.08,-0.75,9.9,4.25,0.375,193.5625,13.3478713,74.7921273
0.07,-0.78,9.91,4.25,0.375,193.5625,13.3478710,74.7921271
0.09,-0.76,9.91,4.25,0.375,193.5625,13.3478710,74.7921276
0.08,-0.77,9.89,4.25,0.375,193.5625,13.3478716,74.7921275
0.11,-0.78,9.89,4.25,0.375,193.5625,13.3478711,74.7921271
0.07,-0.77,9.94,4.25,0.375,193.5625,13.3478719,74.7921270
0.1,-0.74,9.91,4.25,0.375,193.5625,13.3478717,74.7921274
0.09,-0.75,9.89,4.25,0.375,193.5625,13.3478717,74.7921274
0.07,-0.77,9.92,4.25,0.375,193.5625,13.3478713,74.7921278
0.09,-0.75,9.92,4.25,0.375,193.5625,13.3478717,74.7921272
0.07,-0.76,9.89,4.25,0.375,193.5625,13.3478712,74.7921270
0.07,-0.77,9.91,4.25,0.375,193.5625,13.3478714,74.7921278
0.09,-0.77,9.92,4.25,0.375,193.5625,13.3478716,74.7921275
0.07,-0.74,9.9,4.25,0.375,193.5625,13.3478711,74.7921277
0.08,-0.76,9.93,4.25,0.375,193.5625,13.3478710,74.7921276
0.08,-0.75,9.94,4.25,0.375,193.5625,13.3478710,74.7921274
0.09,-0.74,9.89,4.25,0.375,193.5625,13.3478712,74.7921270
0.1,-0.78,9.92,4.25,0.375,193.5625,13.3478718,74.7921278
0.09,-0.77,9.91,4.25,0.375,193.5625,13.3478715,74.7921274
0.08,-0.77,9.89,4.25,0.375,193.5625,13.3478710,74.7921277
0.08,-0.77,9.93,4.25,0.375,193.5625,13.3478714,74.7921273
0.08,-0.78,9.91,4.25,0.375,193.5625,13.3478719,74.7921277
0.07,-0.76,9.92,4.25,0.375,193.5625,13.3478716,74.7921270
